G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40
7.1735000	8.6083000	10.2220000	7.0814000	6.8342000	9.2725000	12.0640000	8.6183000	7.0517000	5.4346000	7.4760000	9.4617000	7.6851000	7.7466000	10.6490000	6.1182000	9.7712000	7.7382000	8.0601000	12.6540000	9.2755000	9.5607000	12.0430000	8.6036000	7.5626000	8.6988000	12.2930000	11.0310000	8.6853000	9.0075000	6.1232000	9.0068000	7.0488000	8.6156000	7.9901000	6.8288000	7.4894000	7.8526000	8.7725000	5.8446000
6.8552000	8.6089000	10.0340000	7.0140000	6.8077000	9.2781000	12.1630000	8.4931000	7.0140000	5.4948000	7.3954000	9.4214000	7.5579000	7.8048000	10.8220000	5.6239000	9.7113000	7.7777000	7.9898000	12.4090000	9.1210000	9.5474000	12.0330000	8.6145000	7.7247000	8.4417000	12.0350000	11.0740000	8.5351000	8.1311000	6.2713000	8.9294000	7.0222000	8.9890000	7.9463000	6.6736000	7.3502000	7.5772000	8.6141000	5.9700000
6.7336000	9.1500000	9.9834000	6.8152000	6.6540000	9.1512000	12.1610000	9.3537000	7.0913000	5.6193000	7.5051000	9.3219000	7.5984000	7.9070000	8.0121000	5.9157000	9.4953000	7.1701000	7.1467000	12.8710000	9.5893000	9.7695000	11.4350000	8.4026000	7.2297000	8.2433000	12.2590000	11.5760000	8.1989000	8.2775000	6.5255000	8.6633000	6.9692000	8.8853000	8.0588000	7.1215000	7.2725000	7.0812000	8.7890000	5.7937000
6.8699000	8.5165000	9.4834000	7.1079000	7.4814000	8.6829000	9.0083000	8.6432000	7.6925000	6.7157000	8.9724000	6.2067000	7.5995000	8.3499000	8.5277000	8.3962000	10.9370000	8.2758000	7.9965000	13.0520000	8.7538000	10.1190000	11.0400000	9.8112000	8.5389000	9.8207000	11.3460000	10.0380000	9.5915000	8.3384000	7.3080000	8.6867000	7.6364000	9.5951000	8.7149000	9.7039000	8.0273000	8.6670000	8.7221000	5.6243000
6.9418000	8.4153000	9.4047000	6.9262000	7.3027000	8.8021000	8.3979000	8.6862000	7.7937000	6.7006000	8.8236000	6.2993000	7.7835000	8.1866000	11.4900000	8.9180000	10.8540000	8.1759000	8.1694000	12.8660000	8.8375000	9.9326000	11.2240000	9.9479000	8.4906000	9.7551000	11.1110000	10.7390000	9.3521000	8.1473000	7.2908000	8.5569000	7.7522000	9.0966000	8.7838000	9.7895000	7.9839000	8.6233000	8.7391000	5.7762000
7.4697000	8.5898000	9.5157000	7.4330000	7.9078000	8.6392000	9.8100000	8.9633000	7.1692000	5.7621000	7.7671000	6.7880000	7.5438000	8.1710000	10.3290000	8.2591000	8.9826000	7.5515000	7.3734000	13.1640000	7.7455000	9.9255000	8.2297000	9.9684000	8.6502000	9.1594000	10.2500000	11.3270000	8.5329000	8.7958000	6.8165000	8.6260000	7.4305000	9.1649000	8.9188000	9.9368000	8.3154000	8.9421000	8.8960000	5.3406000
7.5127000	8.3965000	9.3655000	7.0855000	8.1024000	8.2581000	9.6469000	8.4493000	7.2111000	5.9665000	7.8022000	6.5364000	7.4457000	8.7165000	8.2924000	8.1975000	8.7194000	7.4092000	8.3193000	11.7170000	8.2272000	9.9473000	11.0280000	10.8120000	8.6442000	9.0938000	10.3220000	10.6120000	9.7586000	10.5480000	7.0773000	8.2333000	6.9236000	8.8999000	9.2128000	9.1941000	8.2046000	8.2912000	9.4817000	5.2976000
6.8234000	8.4124000	10.0530000	9.7788000	7.3954000	8.9312000	9.2320000	8.2409000	7.3840000	7.2894000	8.5141000	8.8514000	7.1971000	8.8691000	8.5206000	7.9035000	10.9600000	7.5529000	9.1346000	11.6880000	8.4619000	9.4858000	10.6540000	9.5258000	8.7663000	10.1710000	10.7190000	8.7812000	9.9369000	8.4534000	7.3262000	8.5568000	7.4294000	9.1131000	8.7489000	7.2021000	7.7605000	8.4178000	9.1166000	5.4381000
7.0393000	8.4386000	10.0170000	9.7699000	7.3324000	8.8253000	9.0462000	8.5603000	7.5125000	7.1174000	8.4090000	8.4874000	7.4339000	8.7223000	8.3028000	7.5106000	10.8090000	7.7771000	9.0219000	11.7390000	8.4725000	9.3778000	10.5020000	9.5353000	8.7528000	9.9360000	10.6950000	10.2580000	9.5527000	7.9872000	7.2234000	8.5399000	7.2359000	8.8487000	8.9302000	7.3478000	7.7423000	8.3913000	8.9974000	5.3487000
6.9724000	8.2105000	9.9830000	6.9594000	7.5773000	8.6975000	7.5543000	8.4088000	7.3182000	5.5991000	8.7347000	6.4805000	7.2821000	8.8322000	11.4930000	6.6434000	11.1790000	7.5941000	8.0467000	12.6280000	7.7139000	8.8242000	9.7156000	10.2780000	8.4642000	9.3276000	12.1460000	9.2590000	10.2560000	7.6066000	6.6830000	8.3343000	7.0351000	9.3229000	8.9048000	8.0973000	7.8664000	8.2607000	8.4568000	5.4403000
7.0413000	8.2225000	9.9558000	7.0888000	7.5893000	8.7823000	7.7754000	8.5157000	7.4671000	5.7332000	8.7278000	6.6907000	7.3641000	8.9142000	10.3000000	6.4737000	11.1860000	7.6088000	8.0392000	12.6560000	7.8321000	8.9238000	9.6826000	10.4590000	8.3274000	9.3228000	12.2010000	10.2550000	10.1730000	7.9880000	6.6430000	8.3617000	7.1950000	9.0488000	8.8988000	8.0971000	7.9911000	8.5369000	8.6120000	5.5627000
7.0398000	8.4940000	10.1620000	7.0174000	7.8101000	8.9105000	8.5996000	8.3423000	7.3743000	6.0918000	8.4459000	6.7071000	7.4954000	8.8426000	11.0060000	6.5232000	11.3180000	7.7441000	8.0262000	12.4930000	7.8576000	8.5199000	10.2390000	10.6140000	8.2708000	8.9721000	12.0690000	11.9710000	10.2450000	8.3621000	6.7086000	8.3220000	7.2146000	9.2296000	8.8941000	8.3520000	8.0220000	8.3221000	8.5196000	5.5631000
6.9094000	8.2230000	10.1540000	6.8766000	7.7271000	8.9611000	8.2555000	8.3990000	7.2037000	5.7127000	8.4850000	6.3341000	7.2722000	8.7826000	9.6184000	6.4436000	11.1370000	7.5301000	7.8018000	13.1910000	7.6123000	8.8408000	10.3030000	10.5560000	8.3268000	9.1249000	12.0790000	9.4526000	9.9619000	7.8145000	6.2878000	8.2768000	7.1892000	9.1673000	8.8798000	7.9680000	7.8801000	8.3122000	8.6837000	5.2674000
7.1721000	8.3757000	10.4210000	6.8696000	7.7643000	9.0652000	8.1781000	8.8430000	7.2900000	5.8915000	8.5107000	6.4897000	7.2425000	8.6199000	9.0145000	6.3928000	11.3160000	7.5255000	7.8856000	12.8070000	7.7459000	8.5112000	10.2010000	10.8090000	8.4345000	9.0376000	12.2470000	9.5288000	9.7656000	8.9195000	6.2132000	8.2274000	7.4487000	8.9073000	8.9159000	8.4143000	8.1593000	8.7320000	8.6754000	5.3697000
6.8102000	8.2304000	10.1540000	6.8593000	7.7817000	8.8077000	8.6876000	8.2998000	7.3957000	5.8847000	8.2696000	6.2538000	7.4091000	8.6639000	9.1704000	6.3636000	11.0610000	7.7588000	7.7945000	13.3910000	7.4733000	8.7891000	10.2570000	10.5580000	8.3837000	9.1825000	12.2050000	10.0950000	9.8259000	10.1940000	6.2137000	8.2638000	7.2839000	8.8391000	8.9842000	8.1833000	7.8639000	8.3058000	8.6606000	5.2329000
7.1731000	8.2196000	10.0590000	7.0093000	7.8142000	8.8530000	8.8067000	8.4935000	7.1746000	5.8613000	8.3346000	6.2354000	7.4559000	8.6560000	9.0924000	6.3122000	11.1250000	7.6510000	7.9775000	12.9290000	7.8036000	8.8417000	9.4031000	10.1500000	8.2183000	8.7988000	12.2260000	11.2250000	9.7536000	8.5623000	6.6195000	8.4234000	7.1945000	8.2518000	9.1185000	8.4055000	7.8720000	8.5186000	8.7709000	5.3195000
